col,variable,corr
job_entrepreneur,previous,-0.01323923282297708
job_student,job_unknown,-0.013240362791927187
job_unknown,job_student,-0.013240362791927187
loan_yes,contact_telephone,-0.013366782358955168
contact_telephone,loan_yes,-0.013366782358955168
duration,job_technician,-0.013741883359973034
job_technician,duration,-0.013741883359973034
job_unemployed,job_unknown,-0.014277917156951947
job_unknown,job_unemployed,-0.014277917156951947
job_housemaid,job_unknown,-0.014606548097474885
job_unknown,job_housemaid,-0.014606548097474885
pdays,job_self-employed,-0.0146771748495124
job_self-employed,pdays,-0.0146771748495124
job_blue-collar,housing_yes,-0.01603079854899625
housing_yes,job_blue-collar,-0.01603079854899625
education_primary,housing_yes,-0.01632878899062223
housing_yes,education_primary,-0.01632878899062223
age,poutcome_nonexistent,-0.016375747466190346
poutcome_nonexistent,age,-0.016375747466190346
y_yes,job_entrepreneur,-0.016643882021650524
job_entrepreneur,y_yes,-0.016643882021650524
default_unknown,housing_yes,-0.016683185630502712
housing_yes,default_unknown,-0.016683185630502712
job_entrepreneur,pdays,-0.01694620934826225
pdays,job_entrepreneur,-0.01694620934826225
job_unknown,job_self-employed,-0.01698846118340155
job_self-employed,job_unknown,-0.01698846118340155
previous,job_technician,-0.017141959248414725
job_technician,previous,-0.017141959248414725
job_unknown,job_entrepreneur,-0.017203978533340353
job_entrepreneur,job_unknown,-0.017203978533340353
poutcome_success,job_entrepreneur,-0.017238048956110308
job_entrepreneur,poutcome_success,-0.017238048956110308
poutcome_nonexistent,education_tertiary,-0.017547362302614482
education_tertiary,poutcome_nonexistent,-0.017547362302614482
job_services,marital_married,-0.018202013166186057
marital_married,job_services,-0.018202013166186057
education_primary,pdays,-0.018239891780643665
pdays,education_primary,-0.018239891780643665
education_primary,poutcome_success,-0.018442107315562128
poutcome_success,education_primary,-0.018442107315562128
job_unknown,job_retired,-0.018761177035116147
job_retired,job_unknown,-0.018761177035116147
job_student,job_unemployed,-0.02340603807236377
job_unemployed,job_student,-0.02340603807236377
y_yes,education_primary,-0.02377526472317019
education_primary,y_yes,-0.02377526472317019
job_housemaid,job_student,-0.023944768492290037
job_student,job_housemaid,-0.023944768492290037
pdays,education_secondary,-0.024027631420188388
education_secondary,pdays,-0.024027631420188388
age,job_blue-collar,-0.024190697150719642
job_blue-collar,age,-0.024190697150719642
poutcome_nonexistent,housing_yes,-0.024546310412128774
housing_yes,poutcome_nonexistent,-0.024546310412128774
campaign,job_student,-0.024657057665473218
job_student,campaign,-0.024657057665473218
job_management,job_unknown,-0.024843450692719312
job_unknown,job_management,-0.024843450692719312
job_housemaid,job_unemployed,-0.025821152052099314
job_unemployed,job_housemaid,-0.025821152052099314
job_technician,education_tertiary,-0.026327397473695523
education_tertiary,job_technician,-0.026327397473695523
contact_telephone,duration,-0.02665680563990838
duration,contact_telephone,-0.02665680563990838
marital_unknown,marital_single,-0.027568836162509297
marital_single,marital_unknown,-0.027568836162509297
job_student,job_self-employed,-0.027849480066212726
job_self-employed,job_student,-0.027849480066212726
previous,education_primary,-0.02814399887340896
education_primary,previous,-0.02814399887340896
job_entrepreneur,job_student,-0.02820278140859145
job_student,job_entrepreneur,-0.02820278140859145
poutcome_success,job_services,-0.028557619539189092
job_services,poutcome_success,-0.028557619539189092
education_secondary,job_entrepreneur,-0.028757984077778284
job_entrepreneur,education_secondary,-0.028757984077778284
pdays,job_services,-0.02931122538724674
job_services,pdays,-0.02931122538724674
job_unknown,job_services,-0.029347872063500594
job_services,job_unknown,-0.029347872063500594
marital_married,poutcome_success,-0.029876243944346268
poutcome_success,marital_married,-0.029876243944346268
job_self-employed,job_unemployed,-0.030031848484696488
job_unemployed,job_self-employed,-0.030031848484696488
job_unemployed,job_entrepreneur,-0.030412835575246804
job_entrepreneur,job_unemployed,-0.030412835575246804
job_self-employed,job_housemaid,-0.030723083382944005
job_housemaid,job_self-employed,-0.030723083382944005
job_retired,job_student,-0.030755524012300896
job_student,job_retired,-0.030755524012300896
job_housemaid,job_entrepreneur,-0.03111283954986018
job_entrepreneur,job_housemaid,-0.03111283954986018
job_unknown,education_tertiary,-0.03133270180484054
education_tertiary,job_unknown,-0.03133270180484054
pdays,marital_married,-0.03136557211913872
marital_married,pdays,-0.03136557211913872
education_secondary,poutcome_success,-0.0317160623142355
poutcome_success,education_secondary,-0.0317160623142355
job_unknown,education_secondary,-0.03183069732106512
education_secondary,job_unknown,-0.03183069732106512
y_yes,job_services,-0.03230086750341447
job_services,y_yes,-0.03230086750341447
default_unknown,job_student,-0.03257904296403869
job_student,default_unknown,-0.03257904296403869
education_tertiary,job_student,-0.032660092332986154
job_student,education_tertiary,-0.032660092332986154
job_unemployed,job_retired,-0.03316561871205074
job_retired,job_unemployed,-0.03316561871205074
job_retired,job_housemaid,-0.033928982748314414
job_housemaid,job_retired,-0.033928982748314414
job_retired,contact_telephone,-0.0350961821650759
contact_telephone,job_retired,-0.0350961821650759
default_unknown,job_management,-0.03543279317331223
job_management,default_unknown,-0.03543279317331223
job_entrepreneur,job_self-employed,-0.0361864598994177
job_self-employed,job_entrepreneur,-0.0361864598994177
education_primary,job_self-employed,-0.038444943142215415
job_self-employed,education_primary,-0.038444943142215415
y_yes,education_secondary,-0.03942218879536907
education_secondary,y_yes,-0.03942218879536907
job_retired,job_self-employed,-0.03946183605910871
job_self-employed,job_retired,-0.03946183605910871
job_unknown,job_technician,-0.0397632526999956
job_technician,job_unknown,-0.0397632526999956
job_entrepreneur,job_retired,-0.03996245293307779
job_retired,job_entrepreneur,-0.03996245293307779
job_student,contact_telephone,-0.04042196448082405
contact_telephone,job_student,-0.04042196448082405
job_student,job_management,-0.04072630106832859
job_management,job_student,-0.04072630106832859
job_housemaid,education_secondary,-0.04188640688829625
education_secondary,job_housemaid,-0.04188640688829625
y_yes,marital_married,-0.043397776425075335
marital_married,y_yes,-0.043397776425075335
previous,marital_married,-0.043420129940999634
marital_married,previous,-0.043420129940999634
job_management,job_unemployed,-0.04391773563162656
job_unemployed,job_management,-0.04391773563162656
pdays,campaign,-0.04404714127018605
campaign,pdays,-0.04404714127018605
job_housemaid,job_management,-0.044928578222152925
job_management,job_housemaid,-0.044928578222152925
poutcome_nonexistent,marital_single,-0.04549285584232092
marital_single,poutcome_nonexistent,-0.04549285584232092
education_primary,job_student,-0.04554001355633518
job_student,education_primary,-0.04554001355633518
job_services,job_student,-0.04811047741138375
job_student,job_services,-0.04811047741138375
job_blue-collar,job_unknown,-0.04837895742418681
job_unknown,job_blue-collar,-0.04837895742418681
contact_telephone,job_technician,-0.0486354577962651
job_technician,contact_telephone,-0.0486354577962651
campaign,poutcome_success,-0.05089315402904395
poutcome_success,campaign,-0.05089315402904395
job_services,job_unemployed,-0.05188055808259101
job_unemployed,job_services,-0.05188055808259101
job_management,job_self-employed,-0.052255153103862126
job_self-employed,job_management,-0.052255153103862126
job_management,job_entrepreneur,-0.05291806730168158
job_entrepreneur,job_management,-0.05291806730168158
job_housemaid,job_services,-0.05307467879432393
job_services,job_housemaid,-0.05307467879432393
job_retired,poutcome_nonexistent,-0.05411315655851697
poutcome_nonexistent,job_retired,-0.05411315655851697
job_self-employed,education_secondary,-0.054553386915755224
education_secondary,job_self-employed,-0.054553386915755224
marital_married,marital_unknown,-0.05462170682986242
marital_unknown,marital_married,-0.05462170682986242
previous,job_blue-collar,-0.054845350655615806
job_blue-collar,previous,-0.054845350655615806
job_technician,marital_married,-0.0551761758956701
marital_married,job_technician,-0.0551761758956701
pdays,job_blue-collar,-0.056219861989100554
job_blue-collar,pdays,-0.056219861989100554
job_retired,education_secondary,-0.05727203970877562
education_secondary,job_retired,-0.05727203970877562
job_retired,job_management,-0.057707885828793305
job_management,job_retired,-0.057707885828793305
education_tertiary,job_housemaid,-0.05852786577850379
job_housemaid,education_tertiary,-0.05852786577850379
job_retired,education_tertiary,-0.059359246715207425
education_tertiary,job_retired,-0.059359246715207425
education_primary,job_services,-0.059988900955048725
job_services,education_primary,-0.059988900955048725
job_entrepreneur,marital_single,-0.06024454276686283
marital_single,job_entrepreneur,-0.06024454276686283
marital_single,job_housemaid,-0.06097070720327805
job_housemaid,marital_single,-0.06097070720327805
job_blue-collar,poutcome_success,-0.061402748884336056
poutcome_success,job_blue-collar,-0.061402748884336056
job_self-employed,job_services,-0.06172965128391733
job_services,job_self-employed,-0.06172965128391733
job_entrepreneur,job_services,-0.0625127599312365
job_services,job_entrepreneur,-0.0625127599312365
age,job_technician,-0.06438271181820403
job_technician,age,-0.06438271181820403
job_student,job_technician,-0.06518459214647772
job_technician,job_student,-0.06518459214647772
age,job_services,-0.06573136670494985
job_services,age,-0.06573136670494985
campaign,y_yes,-0.06635741475467101
y_yes,campaign,-0.06635741475467101
loan_yes,housing_unknown,-0.06636275917855675
loan_yes,loan_unknown,-0.06636275917855675
housing_unknown,loan_yes,-0.06636275917855675
loan_unknown,loan_yes,-0.06636275917855675
marital_single,job_management,-0.06736394902894588
job_management,marital_single,-0.06736394902894588
job_services,job_retired,-0.06817103112229331
job_retired,job_services,-0.06817103112229331
default_unknown,job_technician,-0.069659038467337
job_technician,default_unknown,-0.069659038467337
job_technician,job_unemployed,-0.07029265143282719
job_unemployed,job_technician,-0.07029265143282719
default_unknown,pdays,-0.07049387158073496
pdays,default_unknown,-0.07049387158073496
age,education_tertiary,-0.07113808711694194
education_tertiary,age,-0.07113808711694194
marital_single,contact_telephone,-0.07115931766447668
contact_telephone,marital_single,-0.07115931766447668
job_management,education_primary,-0.0712421820712811
education_primary,job_management,-0.0712421820712811
campaign,duration,-0.07169922626415287
duration,campaign,-0.07169922626415287
job_housemaid,job_technician,-0.07191055829545241
job_technician,job_housemaid,-0.07191055829545241
y_yes,job_blue-collar,-0.07442328716829641
job_blue-collar,y_yes,-0.07442328716829641
default_unknown,poutcome_success,-0.07573994268062761
poutcome_success,default_unknown,-0.07573994268062761
previous,campaign,-0.0791414724488437
campaign,previous,-0.0791414724488437
poutcome_nonexistent,job_student,-0.07918850207415076
job_student,poutcome_nonexistent,-0.07918850207415076
job_blue-collar,job_student,-0.07930846683897659
job_student,job_blue-collar,-0.07930846683897659
job_technician,job_self-employed,-0.08363712768591935
job_self-employed,job_technician,-0.08363712768591935
contact_telephone,housing_yes,-0.08447237295901454
housing_yes,contact_telephone,-0.08447237295901454
job_entrepreneur,job_technician,-0.08469815681155791
job_technician,job_entrepreneur,-0.08469815681155791
job_blue-collar,job_unemployed,-0.08552331512110775
job_unemployed,job_blue-collar,-0.08552331512110775
job_housemaid,job_blue-collar,-0.08749178203234798
job_blue-collar,job_housemaid,-0.08749178203234798
job_management,job_services,-0.09027171627816975
job_services,job_management,-0.09027171627816975
job_retired,job_technician,-0.09236451390648769
job_technician,job_retired,-0.09236451390648769
y_yes,default_unknown,-0.09929338741810341
default_unknown,y_yes,-0.09929338741810341
marital_single,job_blue-collar,-0.10019241049743627
job_blue-collar,marital_single,-0.10019241049743627
job_blue-collar,job_self-employed,-0.10175920641921857
job_self-employed,job_blue-collar,-0.10175920641921857
contact_telephone,pdays,-0.10237982660434507
pdays,contact_telephone,-0.10237982660434507
default_unknown,previous,-0.10260405736190742
previous,default_unknown,-0.10260405736190742
job_blue-collar,job_entrepreneur,-0.10305013408256515
job_entrepreneur,job_blue-collar,-0.10305013408256515
education_tertiary,contact_telephone,-0.10315879116667495
contact_telephone,education_tertiary,-0.10315879116667495
marital_single,job_retired,-0.10534457596225953
job_retired,marital_single,-0.10534457596225953
marital_married,education_tertiary,-0.10564484201623771
education_tertiary,marital_married,-0.10564484201623771
contact_telephone,poutcome_success,-0.11193423388236552
poutcome_success,contact_telephone,-0.11193423388236552
job_retired,job_blue-collar,-0.11237759947611718
job_blue-collar,job_retired,-0.11237759947611718
education_secondary,age,-0.12059641140971365
age,education_secondary,-0.12059641140971365
job_management,job_technician,-0.12230859730697179
job_technician,job_management,-0.12230859730697179
marital_single,default_unknown,-0.12356488479244128
default_unknown,marital_single,-0.12356488479244128
job_management,education_secondary,-0.12491970775871446
education_secondary,job_management,-0.12491970775871446
education_tertiary,default_unknown,-0.14270111046148992
default_unknown,education_tertiary,-0.14270111046148992
job_technician,job_services,-0.14448464146259496
job_services,job_technician,-0.14448464146259496
y_yes,contact_telephone,-0.1447730557120004
contact_telephone,y_yes,-0.1447730557120004
job_management,job_blue-collar,-0.1488098186124171
job_blue-collar,job_management,-0.1488098186124171
education_primary,marital_single,-0.15243067914896186
marital_single,education_primary,-0.15243067914896186
loan_unknown,housing_yes,-0.16460381584502534
housing_yes,housing_unknown,-0.16460381584502534
housing_yes,loan_unknown,-0.16460381584502534
housing_unknown,housing_yes,-0.16460381584502534
education_primary,job_technician,-0.16481698600511874
job_technician,education_primary,-0.16481698600511874
job_student,marital_married,-0.16829393096596354
marital_married,job_student,-0.16829393096596354
education_secondary,job_technician,-0.17463575636362408
job_technician,education_secondary,-0.17463575636362408
job_services,job_blue-collar,-0.17579085822042712
job_blue-collar,job_services,-0.17579085822042712
job_services,education_tertiary,-0.18025691787688383
education_tertiary,job_services,-0.18025691787688383
y_yes,poutcome_nonexistent,-0.1935068455205609
poutcome_nonexistent,y_yes,-0.1935068455205609
age,job_student,-0.19974899303064447
job_student,age,-0.19974899303064447
previous,contact_telephone,-0.2128477869580208
contact_telephone,previous,-0.2128477869580208
job_blue-collar,job_technician,-0.2381779606590719
job_technician,job_blue-collar,-0.2381779606590719
education_primary,education_tertiary,-0.2794834166665999
education_tertiary,education_primary,-0.2794834166665999
education_primary,education_secondary,-0.3363121721562062
education_secondary,education_primary,-0.3363121721562062
job_blue-collar,education_tertiary,-0.33659190701440883
education_tertiary,job_blue-collar,-0.33659190701440883
marital_single,age,-0.4117034877618047
age,marital_single,-0.4117034877618047
pdays,poutcome_nonexistent,-0.4295486035239383
poutcome_nonexistent,pdays,-0.4295486035239383
poutcome_nonexistent,poutcome_success,-0.4669279164442617
poutcome_success,poutcome_nonexistent,-0.4669279164442617
education_tertiary,education_secondary,-0.5045547918899118
education_secondary,education_tertiary,-0.5045547918899118
marital_single,marital_married,-0.7737845611327178
marital_married,marital_single,-0.7737845611327178
poutcome_nonexistent,previous,-0.8787756387080886
previous,poutcome_nonexistent,-0.8787756387080886
